CHS_EVENT_SMAS_HISTORY_ID,CHS_EVENT_SMAS_SAMPLE_DATE,CHR_PCODE,CHR_RESULT_VALUE,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_LAB_VALIDATION_LEVEL,CHR_RESULT_COMMENT,CHS_SAMPLE_SOURCE,CHS_PARENT_SAMPLE_CDE,CHS_SAMPLE_DEL_GRP_EQUIS,CHS_SAMPLER,CHS_SAMPLING_COMPANY_CODE,CHS_COMMENT,CHEM_PARAMETER_NAME,CHEM_PARAMETER_UNIT,CHEM_PARAMETER_UNIT_NOSP,CHEM_PARAMETER_FRACTION,CHEM_PARAMETER_SOURCE,CHEM_PARAMETER_NOTES,high_flow_flag,year
07-SKAT_T5-0.1,6/20/2019,118,0.106,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190619009-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T2-0.1,6/26/2019,118,0.0265,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190621001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,6/26/2019,118,0.0245,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190621001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,6/26/2019,118,0.0104,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190621001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,6/26/2019,118,0.0138,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190621001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,7/10/2019,118,0.0259,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190705002-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,7/10/2019,118,0.0222,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190705002-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,7/23/2019,118,0.0272,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,7/23/2019,118,0.0293,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,7/23/2019,118,0.00686,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,7/23/2019,118,0.0141,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-RAND-0.1,7/23/2019,118,0.0194,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-007,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-6.3,7/23/2019,118,0.012,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-008,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T21-0.1,7/23/2019,118,0.0401,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-009,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T93a-0.5,7/23/2019,118,0.139,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-010,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T14-0.2,7/23/2019,118,0.0278,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-011,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T5-0.1,7/23/2019,118,0.0289,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190723006-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,8/21/2019,118,0.0462,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,8/21/2019,118,0.022,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,8/21/2019,118,0.00682,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,8/21/2019,118,0.013,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-RAND-0.1,8/21/2019,118,0.023,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-007,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-6.3,8/21/2019,118,0.0123,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-008,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T21-0.1,8/21/2019,118,0.0459,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-009,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T93a-0.5,8/21/2019,118,0.0327,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-010,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T14-0.2,8/21/2019,118,0.118,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-011,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T5-0.1,8/21/2019,118,0.0861,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,190821007-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,10/3/2019,118,0.01594,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,10/3/2019,118,0.0162,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,10/3/2019,118,0.00721,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,10/3/2019,118,0.00746,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-RAND-0.1,10/3/2019,118,0.0204,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-007,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-6.3,10/3/2019,118,0.00813,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-008,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T21-0.1,10/3/2019,118,0.0355,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-009,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T93a-0.5,10/3/2019,118,0.0325,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-010,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T14-0.2,10/3/2019,118,0.0209,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-011,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T5-0.1,10/3/2019,118,0.0381,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191004001-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,10/7/2019,118,0.079048,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-BSWP-0.1,10/7/2019,118,0.0318,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T89-0.2,10/7/2019,118,0.0756,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-RAND-0.1,10/7/2019,118,0.0188,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-007,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T21-0.1,10/7/2019,118,0.0675,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-009,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T93a-0.5,10/7/2019,118,0.0974,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-010,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T14-0.2,10/7/2019,118,0.0803,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-011,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T5-0.1,10/7/2019,118,0.078,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191008001-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,yes,2019
07-SKAT_T2-0.1,10/17/2019,118,0.039524,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,10/17/2019,118,0.0216,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,10/17/2019,118,0.0196,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,10/17/2019,118,0.0339,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-RAND-0.1,10/17/2019,118,0.027,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-007,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-6.3,10/17/2019,118,0.00828,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-008,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T21-0.1,10/17/2019,118,0.0483,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-009,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T93a-0.5,10/17/2019,118,0.286,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-010,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T14-0.2,10/17/2019,118,0.131,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-011,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T5-0.1,10/17/2019,118,0.0876,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191018001-012,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,10/30/2019,118,0.0209,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191030001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,10/30/2019,118,0.0128,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191030001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-GROU-1.5,10/30/2019,118,0.00751,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191030001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T89-0.2,10/30/2019,118,0.00732,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191030001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,11/25/2019,118,0.0195,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191125001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-BSWP-0.1,11/25/2019,118,0.0135,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,191125001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2019
07-SKAT_T2-0.1,1/13/2020,118,0.0158,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200113001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T89-0.2,1/13/2020,118,0.003,J,Y,10/15/2021,E,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200113001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T93a-0.5,1/13/2020,118,0.0117,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200113001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T5-0.1,1/13/2020,118,0.0141,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200113001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T2-0.1,2/26/2020,118,0.0124,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200226002-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T89-0.2,2/26/2020,118,0.0074,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200226002-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T93a-0.5,2/26/2020,118,0.0127,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200226002-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T5-0.1,2/26/2020,118,0.0179,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200226002-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T2-0.1,3/3/2020,118,0.0561,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200304001-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T89-0.2,3/3/2020,118,0.0258,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200304001-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T93a-0.5,3/3/2020,118,0.0274,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200304001-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T5-0.1,3/3/2020,118,0.0384,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200304001-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T2-0.1,3/20/2020,118,0.906,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200320010-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T89-0.2,3/20/2020,118,1.95,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200320010-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T93a-0.5,3/20/2020,118,1.69,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200320010-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T5-0.1,3/20/2020,118,2.44,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,200320010-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T2-0.1,12/16/2020,118,0.0062,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,201216002-001,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T89-0.2,12/16/2020,118,0.0033,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,201216002-002,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T93a-0.5,12/16/2020,118,0.0098,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,201216002-003,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T5-0.1,12/16/2020,118,0.0109,0,Y,10/15/2021,A,,0.001,NA,0.004,mg/L,,,,,,UFI,UFI,201216002-004,"PHOSPHORUS, DISSOLVED",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-SKAT_T2-0.1,4/5/2018,103,,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018095001,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,4/19/2018,103,,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018109029,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,5/2/2018,103,,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018122005,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,5/17/2018,103,,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018137020,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,5/30/2018,103,1.69,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018150029,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,5/30/2018,103,0.963,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018150030,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,5/30/2018,103,2.6,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018150031,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,5/30/2018,103,1.88,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018150032,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,6/29/2018,103,1.35,0,Y,10/15/2021,T,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018180010,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,6/29/2018,103,0.454,0,Y,10/15/2021,T,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018180011,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,6/29/2018,103,1.82,0,Y,10/15/2021,T,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018180013,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,6/29/2018,103,1.78,0,Y,10/15/2021,T,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018180014,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,7/11/2018,103,0.969,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018192081,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,7/11/2018,103,0.677,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018192082,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,7/11/2018,103,1.75,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018192083,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,7/11/2018,103,1.87,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018192084,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,7/25/2018,103,8.75,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018206082,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-BSWP-0.1,7/25/2018,103,0.925,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018206083,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-GROU-1.5,7/25/2018,103,1.21,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018206084,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-SKAT_T89-0.2,7/25/2018,103,3.91,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018206085,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-SKAT_T2-0.1,8/8/2018,103,1.35,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018220082,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,8/8/2018,103,0.9,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018220083,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,8/8/2018,103,1.37,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018220084,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,8/8/2018,103,3.59,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018220085,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,8/22/2018,103,1.33,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018234084,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,8/22/2018,103,0.765,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018234085,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,8/22/2018,103,1.56,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018234086,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,8/22/2018,103,2.43,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018234087,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,9/10/2018,103,1.27,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018254013,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-BSWP-0.1,9/10/2018,103,1.15,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018254014,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-GROU-1.5,9/10/2018,103,1.17,0,Y,10/15/2021,A,,0.09,NA,0.307,mg/L,,,,,,UFI,UFI,2018254015,"NITROGEN, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2018
